,r362,,,r397,,,r516,,,
ID,ëäëŒéüêî,closeness ,betweenness,ëäëŒéüêî,closeness ,betweenness,ëäëŒéüêî,closeness ,betweenness,ëäëŒéüêîÇÃsd
496,0.01744186,0.000620347,0,0.147651007,0.000547345,471.7214829,0.014240506,0.000542299,0,0.005793839
504,0.001937984,0.000541126,0,,,,0.001582278,0.000475059,0,6.32634E-08
510,0.005813953,0.000578369,3.232492091,0.006711409,0.000475964,2.525736745,0.004746835,0.000519211,7.017243447,9.67286E-07
512,0.005813953,0.000582072,0,0.020134228,0.00049776,18.1120143,0.004746835,0.00049505,0,7.38301E-05
513,0.001937984,0.000474608,0,,,,0.001582278,0.000406835,0,6.32634E-08
514,0.001937984,0.000564334,0,0.017897092,0.000503271,22.89009733,0.001582278,0.000492611,0,8.68321E-05
515,0.001937984,0.00050813,0,,,,0.001582278,0.000434028,0,6.32634E-08
516,0.003875969,0.000480538,0.5,,,,0.017405063,0.00064433,23.72745082,9.15182E-05
589,,,,0.013422819,0.000448833,0.329635691,,,,#DIV/0!
590,,,,0.013422819,0.000448833,0.329635691,,,,#DIV/0!
643,,,,0.116331096,0.000508647,180.9289677,,,,#DIV/0!
518,,,,0.360178971,0.000560224,1261.140105,0.011075949,0.000602773,5.08813334,0.06093646
592,,,,0.060402685,0.000469704,6.065057128,,,,#DIV/0!
519,,,,0.272930649,0.000544959,780.2632223,0.012658228,0.000632911,12.83597185,0.033870867
593,,,,0.062639821,0.000470146,85.70162766,,,,#DIV/0!
594,,,,0.049217002,0.000535619,147.0718901,,,,#DIV/0!
566,,,,0.210290828,0.000530786,648.4094438,,,,#DIV/0!
595,,,,0.125279642,0.000518941,512.1725188,,,,#DIV/0!
688,,,,0.053691275,0.000488759,1.670481304,,,,#DIV/0!
651,,,,0.102908277,0.000551268,751.9037033,,,,#DIV/0!
657,,,,0.062639821,0.000514668,103.6962717,0.047468354,0.000691563,34.75628603,0.000115087
567,,,,0.111856823,0.000547645,947.0132703,,,,#DIV/0!
689,,,,0.053691275,0.000488759,1.670481304,,,,#DIV/0!
690,,,,0.053691275,0.000488759,1.670481304,,,,#DIV/0!
691,,,,0.053691275,0.000488759,1.670481304,,,,#DIV/0!
692,,,,0.053691275,0.000488759,1.670481304,,,,#DIV/0!
693,,,,0.053691275,0.000488759,1.670481304,,,,#DIV/0!
694,,,,0.053691275,0.000488759,1.670481304,,,,#DIV/0!
529,,,,0.062639821,0.000523834,144.5468895,0.033227848,0.000680272,21.93330585,0.000432532
588,,,,0.11409396,0.000519751,307.6063222,,,,#DIV/0!
658,,,,0.044742729,0.000518941,158.7230471,0.047468354,0.000691563,34.75628603,3.71452E-06
668,,,,0.020134228,0.000493827,2.75189229,,,,#DIV/0!
569,,,,0.060402685,0.000499251,6.965022928,,,,#DIV/0!
597,,,,0.078299776,0.000531067,29.99778284,,,,#DIV/0!
571,,,,0.093959732,0.000518672,32.80166664,,,,#DIV/0!
600,,,,0.089485459,0.000542888,189.7492632,,,,#DIV/0!
531,,,,0.026845638,0.000506842,3.898065361,,,,#DIV/0!
647,,,,0.080536913,0.000505051,124.9063747,,,,#DIV/0!
603,,,,0.100671141,0.000547046,2600.546426,,,,#DIV/0!
572,,,,0.029082774,0.000486855,68.47048444,,,,#DIV/0!
573,,,,0.020134228,0.000471698,4.528138453,,,,#DIV/0!
574,,,,0.020134228,0.000471698,4.528138453,,,,#DIV/0!
534,,,,0.087248322,0.000511247,107.5406159,,,,#DIV/0!
535,,,,0.073825503,0.000521376,110.1496879,,,,#DIV/0!
607,,,,0.031319911,0.000520291,27.05115389,,,,#DIV/0!
605,,,,0.055928412,0.000484027,26.50056031,,,,#DIV/0!
536,,,,0.035794183,0.000510204,121.7793364,,,,#DIV/0!
537,,,,0.044742729,0.0004649,3.581852913,,,,#DIV/0!
538,,,,0.035794183,0.000510204,121.7793364,0.022151899,0.000639386,21.24301304,9.3056E-05
540,,,,0.011185682,0.00041841,0.62640013,,,,#DIV/0!
670,,,,0.033557047,0.0004649,13.5924408,,,,#DIV/0!
671,,,,0.020134228,0.000507872,70.49550551,,,,#DIV/0!
543,,,,0.042505593,0.000524109,199.4714864,,,,#DIV/0!
532,,,,0.024608501,0.000506073,3.855612531,,,,#DIV/0!
544,,,,0.024608501,0.000506329,3.946521621,,,,#DIV/0!
680,,,,0.017897092,0.000482393,4.89952167,0.017405063,0.000629723,16.23405435,1.21046E-07
681,,,,0.017897092,0.000482393,4.89952167,,,,#DIV/0!
609,,,,0.008948546,0.000454959,0,,,,#DIV/0!
546,,,,0.073825503,0.000523013,77.69990515,,,,#DIV/0!
612,,,,0.040268456,0.000479616,16.58079173,0.03164557,0.000645995,19.6857856,3.71771E-05
601,,,,0.085011186,0.000546448,184.7828691,,,,#DIV/0!
604,,,,0.118568233,0.000544366,415.0591008,0.03164557,0.000645995,19.6857856,0.003777775
548,,,,0.013422819,0.000484731,14.44194707,,,,#DIV/0!
577,,,,0.049217002,0.000541419,45.51466278,,,,#DIV/0!
578,,,,0.049217002,0.000541419,45.51466278,,,,#DIV/0!
648,,,,0.087248322,0.000487092,10.07532348,,,,#DIV/0!
547,,,,0.105145414,0.000523013,85.70230424,,,,#DIV/0!
522,,,,0.093959732,0.000548546,808.6159447,0.022151899,0.000683527,187.0045185,0.002578182
520,,,,0.15212528,0.000547046,599.7872048,0.028481013,0.000647249,12.34843935,0.007643952
602,,,,0.058165548,0.000526039,241.982886,,,,#DIV/0!
615,,,,0.042505593,0.000520562,4.120834169,0.028481013,0.000647249,12.34843935,9.83444E-05
616,,,,0.042505593,0.000520562,4.120834169,,,,#DIV/0!
617,,,,0.042505593,0.000520562,4.120834169,,,,#DIV/0!
618,,,,0.042505593,0.000520562,4.120834169,,,,#DIV/0!
619,,,,0.042505593,0.000520562,4.120834169,,,,#DIV/0!
620,,,,0.042505593,0.000520562,4.120834169,,,,#DIV/0!
622,,,,0.035794183,0.000499002,43.95880699,,,,#DIV/0!
579,,,,0.062639821,0.000540541,411.0322008,0.006329114,0.000552486,4.381131874,0.001585448
523,,,,0.123042506,0.000539665,490.8089004,,,,#DIV/0!
542,,,,0.046979866,0.000506073,10.69612215,,,,#DIV/0!
551,,,,0.100671141,0.000554631,132.7601598,,,,#DIV/0!
552,,,,0.178970917,0.000531915,674.6900258,0.011075949,0.000626959,19.38127142,0.01409436
553,,,,0.136465324,0.000523286,45.78011352,,,,#DIV/0!
554,,,,0.100671141,0.000554631,132.7601598,,,,#DIV/0!
555,,,,0.100671141,0.000554631,132.7601598,,,,#DIV/0!
556,,,,0.111856823,0.000526593,15.20173252,,,,#DIV/0!
557,,,,0.111856823,0.000526593,15.20173252,,,,#DIV/0!
558,,,,0.100671141,0.000552792,120.1086971,,,,#DIV/0!
625,,,,0.105145414,0.00054407,271.7271863,0.03164557,0.000645995,19.6857856,0.002701114
660,,,,0.020134228,0.000489716,1.961845034,,,,#DIV/0!
580,,,,0.044742729,0.000501253,140.1036718,,,,#DIV/0!
581,,,,0.071588367,0.000520291,57.43122863,,,,#DIV/0!
705,,,,0.022371365,0.000440723,0,,,,#DIV/0!
560,,,,0.053691275,0.000532198,33.17604573,,,,#DIV/0!
561,,,,0.053691275,0.000532198,33.17604573,0.030063291,0.000526316,0.648471386,0.000279141
562,,,,0.053691275,0.000532198,33.17604573,,,,#DIV/0!
576,,,,0.055928412,0.000514139,292.7671125,,,,#DIV/0!
626,,,,0.078299776,0.000542005,43.30130936,0.056962025,0.000696379,575.7010735,0.00022765
599,,,,0.093959732,0.000538503,746.8609547,0.006329114,0.000396354,0,0.003839563
627,,,,0.078299776,0.000542005,43.30130936,,,,#DIV/0!
628,,,,0.078299776,0.000542005,43.30130936,,,,#DIV/0!
629,,,,0.078299776,0.000542005,43.30130936,,,,#DIV/0!
630,,,,0.078299776,0.000542005,43.30130936,0.011075949,0.000569152,2.857344194,0.002259521
631,,,,0.078299776,0.000542005,43.30130936,,,,#DIV/0!
632,,,,0.078299776,0.000542005,43.30130936,,,,#DIV/0!
652,,,,0.022371365,0.0005,489.003489,,,,#DIV/0!
641,,,,0.03803132,0.000490436,44.5506716,,,,#DIV/0!
524,,,,0.07606264,0.000492854,24.67162429,,,,#DIV/0!
525,,,,0.055928412,0.000534188,87.59030646,,,,#DIV/0!
672,,,,0.029082774,0.000441501,0.637387387,,,,#DIV/0!
673,,,,0.026845638,0.000509165,72.06457613,0.004746835,0.000562114,2.034864802,0.000244179
716,,,,0.002237136,5.03E-06,0,,,,#DIV/0!
654,,,,0.049217002,0.000537346,28.53107799,,,,#DIV/0!
655,,,,0.049217002,0.000537346,28.53107799,0.018987342,0.000566893,13.53544845,0.000456916
521,,,,0.073825503,0.00054407,254.7875622,,,,#DIV/0!
527,,,,0.046979866,0.000518941,31.96028002,,,,#DIV/0!
712,,,,0.017897092,0.000445038,0,,,,#DIV/0!
550,,,,0.055928412,0.000526039,144.4953015,0.022151899,0.000639386,61.90795252,0.000570426
564,,,,0.013422819,0.000498504,25.17105749,,,,#DIV/0!
583,,,,0.042505593,0.000528821,86.8757227,,,,#DIV/0!
698,,,,0.020134228,0.000489476,3.906122215,,,,#DIV/0!
584,,,,0.024608501,0.000501253,137.7201872,,,,#DIV/0!
585,,,,0.033557047,0.000516796,12.17654211,,,,#DIV/0!
659,,,,0.017897092,0.000480307,3.022411825,,,,#DIV/0!
662,,,,0.015659955,0.000479846,1.70506771,,,,#DIV/0!
663,,,,0.015659955,0.000479846,1.70506771,,,,#DIV/0!
614,,,,0.067114094,0.000440723,0,0.068037975,0.000743494,189.6536881,4.26778E-07
613,,,,0.024608501,0.000461467,1.324634725,,,,#DIV/0!
665,,,,0.015659955,0.00049334,3.456949181,,,,#DIV/0!
666,,,,0.015659955,0.00049334,3.456949181,,,,#DIV/0!
685,,,,0.013422819,0.00048852,1.262204697,,,,#DIV/0!
686,,,,0.013422819,0.00048852,1.262204697,0.033227848,0.000652316,42.99623327,0.00019612
528,,,,0.087248322,0.000521105,224.4259778,,,,#DIV/0!
649,,,,0.082774049,0.000479616,0.793495029,,,,#DIV/0!
634,,,,0.022371365,0.000467071,11.69961081,0.006329114,0.000597729,2.743024494,0.000128677
526,,,,0.055928412,0.000534188,87.59030646,,,,#DIV/0!
568,,,,0.017897092,0.00049975,5.438492184,,,,#DIV/0!
570,,,,0.042505593,0.000529661,122.5881084,,,,#DIV/0!
575,,,,0.020134228,0.000471698,4.528138453,,,,#DIV/0!
586,,,,0.033557047,0.000516796,12.17654211,,,,#DIV/0!
582,,,,0.03803132,0.000518672,18.87222742,0.014240506,0.000619579,18.59182255,0.000283001
530,,,,0.013422819,0.000496524,10.72821239,,,,#DIV/0!
539,,,,0.044742729,0.0004649,3.581852913,0.014240506,0.000619579,18.59182255,0.000465193
549,,,,0.020134228,0.000506073,52.11907603,0.045886076,0.000677507,193.5472637,0.000331579
587,,,,0.002237136,0.00038432,0,,,,#DIV/0!
596,,,,0.051454139,0.000533618,151.4608702,,,,#DIV/0!
591,,,,0.011185682,0.0004649,0,,,,#DIV/0!
598,,,,0.026845638,0.000511247,10.63536544,,,,#DIV/0!
606,,,,0.03803132,0.000482859,18.20384794,,,,#DIV/0!
608,,,,0.031319911,0.000520291,27.05115389,,,,#DIV/0!
610,,,,0.008948546,0.000487805,29.91145739,,,,#DIV/0!
611,,,,0.042505593,0.000529101,70.45529985,,,,#DIV/0!
621,,,,0.042505593,0.000520562,4.120834169,,,,#DIV/0!
624,,,,0.015659955,0.000504541,111.0033374,,,,#DIV/0!
559,,,,0.100671141,0.000554631,132.7601598,,,,#DIV/0!
563,,,,0.053691275,0.000532198,33.17604573,,,,#DIV/0!
633,,,,0.078299776,0.000538793,36.4815252,,,,#DIV/0!
635,,,,0.024608501,0.000503778,14.48703378,,,,#DIV/0!
636,,,,0.042505593,0.00053135,37.14569931,,,,#DIV/0!
623,,,,0.031319911,0.000507357,38.71621463,,,,#DIV/0!
637,,,,0.067114094,0.000541126,267.8977555,,,,#DIV/0!
638,,,,0.022371365,0.000503525,59.25376585,,,,#DIV/0!
639,,,,0.020134228,0.000518403,25.11120614,,,,#DIV/0!
640,,,,0.008948546,0.000471921,13.61494739,0.012658228,0.000621118,25.30351391,6.88087E-06
642,,,,0.020134228,0.000468604,2.151860408,,,,#DIV/0!
545,,,,0.024608501,0.000506329,3.946521621,,,,#DIV/0!
644,,,,0.006711409,0.000467727,1.971853647,,,,#DIV/0!
645,,,,0.006711409,0.000464037,1.619695251,,,,#DIV/0!
646,,,,0.002237136,0.00044964,0,,,,#DIV/0!
650,,,,0.060402685,0.000533333,327.8541218,,,,#DIV/0!
661,,,,0.020134228,0.000489716,1.961845034,,,,#DIV/0!
653,,,,0.011185682,0.000480307,0.349714853,,,,#DIV/0!
656,,,,0.049217002,0.000537346,28.53107799,,,,#DIV/0!
664,,,,0.015659955,0.000479846,1.70506771,,,,#DIV/0!
667,,,,0.015659955,0.00049334,3.456949181,,,,#DIV/0!
677,,,,0.022371365,0.000492126,14.8178923,,,,#DIV/0!
687,,,,0.013422819,0.00048852,1.262204697,,,,#DIV/0!
669,,,,0.020134228,0.000493827,2.75189229,,,,#DIV/0!
674,,,,0.026845638,0.000509165,72.06457613,,,,#DIV/0!
675,,,,0.006711409,0.000456621,0,,,,#DIV/0!
676,,,,0.011185682,0.000470367,0.275750944,0.023734177,0.000621504,13.80363938,7.87324E-05
541,,,,0.011185682,0.00041841,0.62640013,0.022151899,0.000638162,15.81164252,6.0129E-05
678,,,,0.004474273,0.000465766,0.314600416,,,,#DIV/0!
679,,,,0.006711409,0.000462749,1.743799616,,,,#DIV/0!
682,,,,0.017897092,0.000482393,4.89952167,,,,#DIV/0!
683,,,,0.006711409,0.000462963,0,,,,#DIV/0!
684,,,,0.013422819,0.000489716,2.210713622,,,,#DIV/0!
695,,,,0.053691275,0.000488759,1.670481304,0.007911392,0.000590319,1.733074526,0.001047899
696,,,,0.040268456,0.000461681,1.060189128,,,,#DIV/0!
697,,,,0.011185682,0.000460617,0.366587919,,,,#DIV/0!
699,,,,0.020134228,0.000489476,3.906122215,,,,#DIV/0!
700,,,,0.013422819,0.000407498,0,,,,#DIV/0!
701,,,,0.008948546,0.000477327,3.086629714,,,,#DIV/0!
702,,,,0.006711409,0.000470367,1.228664069,,,,#DIV/0!
703,,,,0.002237136,0.0004329,0,,,,#DIV/0!
704,,,,0.002237136,0.000129786,0,,,,#DIV/0!
706,,,,0.022371365,0.000440723,0,,,,#DIV/0!
707,,,,0.002237136,0.00043554,0,,,,#DIV/0!
708,,,,0.006711409,0.000432152,10.87160607,,,,#DIV/0!
533,,,,0.004474273,0.000454545,0,,,,#DIV/0!
565,,,,0.002237136,0.000452489,0,,,,#DIV/0!
710,,,,0.006711409,0.000462749,0.278455683,,,,#DIV/0!
711,,,,0.008948546,0.000462963,0,,,,#DIV/0!
713,,,,0.017897092,0.000445038,0,,,,#DIV/0!
714,,,,0.004474273,0.000453309,0.065271132,,,,#DIV/0!
709,,,,0.004474273,0.000441306,0,,,,#DIV/0!
715,,,,0.002237136,0.000409333,0,,,,#DIV/0!
717,,,,0.002237136,5.03E-06,0,0.034810127,0.00068918,88.81281766,0.0005305
793,,,,,,,0.014240506,0.000598802,13.52163439,#DIV/0!
768,,,,,,,0.033227848,0.000646831,64.71197592,#DIV/0!
769,,,,,,,0.03164557,0.000645995,19.6857856,#DIV/0!
770,,,,,,,0.03164557,0.000645995,19.6857856,#DIV/0!
762,,,,,,,0.018987342,0.000566893,13.53544845,#DIV/0!
805,,,,,,,0.02056962,0.000553097,0.664228237,#DIV/0!
806,,,,,,,0.02056962,0.000553097,0.664228237,#DIV/0!
807,,,,,,,0.02056962,0.000553097,0.664228237,#DIV/0!
808,,,,,,,0.02056962,0.000553097,0.664228237,#DIV/0!
809,,,,,,,0.02056962,0.000553097,0.664228237,#DIV/0!
810,,,,,,,0.02056962,0.000553097,0.664228237,#DIV/0!
811,,,,,,,0.02056962,0.000553097,0.664228237,#DIV/0!
812,,,,,,,0.02056962,0.000553097,0.664228237,#DIV/0!
741,,,,,,,0.047468354,0.000691563,34.75628603,#DIV/0!
742,,,,,,,0.047468354,0.000691563,34.75628603,#DIV/0!
743,,,,,,,0.047468354,0.000691563,34.75628603,#DIV/0!
744,,,,,,,0.047468354,0.000691563,34.75628603,#DIV/0!
745,,,,,,,0.047468354,0.000691563,34.75628603,#DIV/0!
772,,,,,,,0.058544304,0.000673401,25.98246172,#DIV/0!
773,,,,,,,0.058544304,0.000673401,25.98246172,#DIV/0!
748,,,,,,,0.041139241,0.000655738,78.25594386,#DIV/0!
749,,,,,,,0.025316456,0.000667557,27.12381913,#DIV/0!
750,,,,,,,0.025316456,0.000667557,27.12381913,#DIV/0!
728,,,,,,,0.03164557,0.000576701,1.093934502,#DIV/0!
777,,,,,,,0.023734177,0.000621504,13.80363938,#DIV/0!
778,,,,,,,0.023734177,0.000621504,13.80363938,#DIV/0!
733,,,,,,,0.022151899,0.000677507,20.97648461,#DIV/0!
734,,,,,,,0.034810127,0.00068918,88.81281766,#DIV/0!
735,,,,,,,0.022151899,0.000677507,20.97648461,#DIV/0!
802,,,,,,,0.007911392,0.000597729,66.9999322,#DIV/0!
776,,,,,,,0.030063291,0.000662691,107.8284335,#DIV/0!
753,,,,,,,0.033227848,0.000638162,32.99580668,#DIV/0!
798,,,,,,,0.012658228,0.000556793,2.727686744,#DIV/0!
799,,,,,,,0.012658228,0.000556793,2.727686744,#DIV/0!
781,,,,,,,0.022151899,0.000638162,15.81164252,#DIV/0!
782,,,,,,,0.022151899,0.000638162,15.81164252,#DIV/0!
783,,,,,,,0.022151899,0.000638162,15.81164252,#DIV/0!
785,,,,,,,0.018987342,0.000636132,107.9635264,#DIV/0!
786,,,,,,,0.011075949,0.000575374,3.430867555,#DIV/0!
796,,,,,,,0.028481013,0.000647249,12.34843935,#DIV/0!
726,,,,,,,0.012658228,0.000590667,166.2904542,#DIV/0!
803,,,,,,,0.007911392,0.000574713,17.36933723,#DIV/0!
752,,,,,,,0.022151899,0.000630915,94.51209503,#DIV/0!
725,,,,,,,0.039556962,0.00062461,74.55584547,#DIV/0!
765,,,,,,,0.018987342,0.000579039,0.817589249,#DIV/0!
788,,,,,,,0.011075949,0.000602773,5.08813334,#DIV/0!
730,,,,,,,0.037974684,0.000652316,43.04023136,#DIV/0!
731,,,,,,,0.033227848,0.000652316,42.99623327,#DIV/0!
719,,,,,,,0.033227848,0.000680272,21.93330585,#DIV/0!
755,,,,,,,0.025316456,0.000667111,142.2829453,#DIV/0!
718,,,,,,,0.049050633,0.000584795,86.89118919,#DIV/0!
740,,,,,,,0.025316456,0.000590667,25.84870822,#DIV/0!
790,,,,,,,0.004746835,0.000524934,0,#DIV/0!
791,,,,,,,0.004746835,0.000524934,0,#DIV/0!
764,,,,,,,0.023734177,0.000661813,156.3693602,#DIV/0!
720,,,,,,,0.033227848,0.000680272,21.93330585,#DIV/0!
721,,,,,,,0.014240506,0.000619579,18.59182255,#DIV/0!
722,,,,,,,0.011075949,0.000626959,19.38127142,#DIV/0!
723,,,,,,,0.009493671,0.000619963,19.21809165,#DIV/0!
724,,,,,,,0.039556962,0.000539374,0.386226755,#DIV/0!
727,,,,,,,0.017405063,0.000629723,16.23405435,#DIV/0!
729,,,,,,,0.03164557,0.000576701,1.093934502,#DIV/0!
732,,,,,,,0.033227848,0.000652316,42.99623327,#DIV/0!
736,,,,,,,0.022151899,0.000677507,20.97648461,#DIV/0!
737,,,,,,,0.009493671,0.000611995,11.97981672,#DIV/0!
738,,,,,,,0.022151899,0.000677507,135.1872303,#DIV/0!
739,,,,,,,0.023734177,0.000667111,148.0059046,#DIV/0!
746,,,,,,,0.05221519,0.000691085,78.22509338,#DIV/0!
751,,,,,,,0.025316456,0.000667557,27.12381913,#DIV/0!
754,,,,,,,0.015822785,0.000647249,20.43508572,#DIV/0!
747,,,,,,,0.018987342,0.000621891,63.23459686,#DIV/0!
756,,,,,,,0.017405063,0.000630915,30.12590489,#DIV/0!
758,,,,,,,0.02056962,0.00066313,43.99414329,#DIV/0!
759,,,,,,,0.006329114,0.000573394,11.30527066,#DIV/0!
757,,,,,,,0.022151899,0.000664452,142.6056294,#DIV/0!
763,,,,,,,0.071202532,0.00070028,47.95853262,#DIV/0!
766,,,,,,,0.018987342,0.000579039,0.817589249,#DIV/0!
767,,,,,,,0.006329114,0.000552486,4.381131874,#DIV/0!
775,,,,,,,0.039556962,0.000683527,62.27194099,#DIV/0!
779,,,,,,,0.023734177,0.000621504,13.80363938,#DIV/0!
760,,,,,,,0.026898734,0.000673401,314.341146,#DIV/0!
780,,,,,,,0.025316456,0.000675676,52.75393929,#DIV/0!
784,,,,,,,0.022151899,0.000638162,15.81164252,#DIV/0!
787,,,,,,,0.011075949,0.000575374,3.430867555,#DIV/0!
789,,,,,,,0.011075949,0.000602773,5.08813334,#DIV/0!
792,,,,,,,0.004746835,0.000524934,0,#DIV/0!
771,,,,,,,0.03164557,0.000645995,19.6857856,#DIV/0!
774,,,,,,,0.058544304,0.000673401,25.98246172,#DIV/0!
795,,,,,,,0.018987342,0.000467508,0,#DIV/0!
794,,,,,,,0.014240506,0.000598802,13.52163439,#DIV/0!
761,,,,,,,0.012658228,0.000602773,32.91351831,#DIV/0!
801,,,,,,,0.006329114,0.000509684,0,#DIV/0!
804,,,,,,,0.007911392,0.000574713,17.36933723,#DIV/0!
813,,,,,,,0.02056962,0.000553097,0.664228237,#DIV/0!
797,,,,,,,0.028481013,0.000647249,12.34843935,#DIV/0!
800,,,,,,,0.012658228,0.000556793,2.727686744,#DIV/0!
814,,,,,,,0.015822785,0.000628931,10.37736693,#DIV/0!
815,,,,,,,0.001582278,0.000523286,0,#DIV/0!
816,,,,,,,0.004746835,0.000548246,10.62883349,#DIV/0!
817,,,,,,,0.004746835,0.000529101,5.085760163,#DIV/0!
818,,,,,,,0.004746835,0.000552486,0.36859975,#DIV/0!
819,,,,,,,0.003164557,0.000542888,0.123820297,#DIV/0!
820,,,,,,,0.007911392,0.000563698,7.602663669,#DIV/0!
